Re 10 kHz,Im 10 kHz
-16,002549875611336,-6,605276744212226
-15,856740847752647,-20,070090766765993
-15,753642037740022,-29,11142311683993
-16,06769672220277,-31,292943287512273
-15,120036774776338,-11,947338425853232
-14,484101742022702,-4,11286158128911
-14,025014547368983,-14,807682049932112
-13,950768124174473,-21,868809863578
-14,057022616435631,-24,192630529574608
-15,781063828313322,-26,03082829948184
-14,390853663363984,-41,9524422261631
-11,921152741134463,-5,993345069365546
-12,266583475868146,-8,835307986484594
-11,744654460401463,-13,333585025908164
-11,18418305142444,-19,732210893307418
-11,901503684703727,-29,36008296408626
-11,944684101677922,-31,65728114711358
-13,67382980270996,-43,753792706919015
-11,166991437204473,-10,257541330901631
-10,39694615758134,-3,0924569582605983
-11,049825604754886,-23,99782897835906
-9,41647810715429,-16,997781841104945
-10,83208352960736,-22,40070554739671
-8,603452145151522,-0,025734785947484795
-7,883888989176512,-4,783869358378162
-7,942510275247656,-8,489977951884377
-8,417476531543542,-12,536328482189859
-7,587468417724864,-19,5620160323342
-9,097002376070265,-29,96193784809776
-9,129647364848012,-31,698651251073727
-7,152177169636161,-11,384654084347027
-5,669641276504706,-17,401161788294978
-4,575671430352713,0,8510141594391669
-4,3401015641115634,-2,151621127244063
-3,932251257308309,-4,866052502147468
-3,8180304673916794,-7,777585948780946
-5,7047346394407725,-9,281373729606734
-4,770317175940022,-19,49089447269251
-0,2676210779831365,0,34392866709154646
-0,6063905627159727,-1,9851358298729735
0,3146256147170732,-5,298648826512235
2,7563658449712136,1,4319534980649706
3,731498863919768,-1,618122211754276
2,9078521949786307,-3,8246459707251503
7,006770587990786,0,7114801502634336
7,834525084686476,-1,797392167627251
10,821782685608042,1,0816658437851885
11,897360872678433,-1,6181044053967568
14,943787515759652,0,6637135363268669
16,099332676557566,-2,0618515535006665
19,08541643575606,1,2897628086120463
18,957849864224556,-0,8875072736844984
21,09145099614844,-2,611715134805621
23,374967961151583,0,7972152179334486
23,44148212578628,-1,6562842036354581
22,65559936122426,-44,02006699871613
25,538954044168577,-2,613824503311257
25,01280141127708,-28,179212192518193
25,282387451277856,-45,19914958505362
26,578393505754292,-31,73359952517079
27,353205002657575,1,718896024726753
27,31729551500206,-0,1914887185468217
26,612184955447475,-42,45896809013166
28,648428653007812,-5,464767429115199
28,494844776109062,-26,427987232951864
29,384334307096992,-1,8416981384257483
29,12681742979052,-30,007704308753674
30,024117411507348,-11,538085531602427
29,47841497013337,-40,72797533280817
30,489399182114596,-33,07291200722024
31,47626708528665,1,3571895490693464
30,63039091016151,-43,64342296758771
31,582122171056284,-6,743107967455451
31,445413119302287,-47,221989785668754
32,83280674716431,-4,019115476046238
32,333102649501456,-12,979688236027599
31,86864995797427,-26,592177017620017
30,929562447467845,-27,727497182890446
33,67242160873121,-0,4001050354678668
33,05126908476268,-2,7361477874144455
33,3255232627055,-31,199835822549815
34,13488181994512,-10,846890673058269
33,63811716635726,-40,75733095033574
33,91346987408116,-48,745211491036045
34,91007474576742,-33,32302748678512
34,64301362603567,-36,05268918507025
34,21228811064316,-42,83483627282551
35,45138801422746,-46,822006170351585
36,39378948571587,-4,176314112333394
37,43813235397843,-1,0477370969245143
37,402668025260795,-2,934439384702962
37,378890885166186,-20,36841508888739
37,31470461913602,-31,58230451106985
38,27027498537973,-9,339617353151787
38,0937772763169,-12,356168950372684
37,667488131194176,-36,78243359010594
37,48386006931938,-41,890960830631684
38,973247676190255,-16,897326926039057
39,05130920548277,-33,7362208706254
38,88688727867219,-35,82563073235612
39,15151786664839,-49,710197359306164
40,24286036392283,-13,288745599228449
40,08670583386174,-43,429954418243796
41,55021384947315,-1,9936108081283876
41,27989269734124,-19,848350003072106
39,30572248469062,-21,53300174568428
42,47464408976575,-8,295894062826157
42,13515269384527,-10,82188415508125
41,60066519576603,-50,90783318093233
42,97906098382438,-16,3352977229574
43,162055806070924,-33,734853621683655
42,524239361178104,-36,2151886847639
42,47065414669291,-44,57144085917223
42,91685178875963,-49,12953204073767
44,295749056050994,-13,36939259029554
43,765781297625324,-37,76780667239325
43,78728589862436,-42,76945726348245
45,952242199839276,-1,3421264097093228
45,510881951564215,-3,005273074898163
46,32765957078337,-7,489127573498848
46,29175008312785,-9,399512316772416
46,255840595472336,-11,30989706004599
47,21900378520235,-16,661226845437668
46,58283456639606,-33,860837674452966
46,543841940911506,-35,935245350229835
48,370740148070155,-13,312031148816246
46,14321538418912,-37,27506823408794
49,64318373190983,-0,8780766386572054
49,634596933968794,-2,9993534502664687
49,71965526583972,-42,30500810496274
49,86172444338999,-9,225220721688046
50,422048471602636,-11,373598314814295
50,96996216601218,-16,70060474487188
51,32972062124193,-19,01126776857214
52,47646876472058,-13,776451965973017
52,02829073609689,-43,76521845299122
53,16790152196836,-35,69979289140443
52,222528419324476,-3,471508804621905
53,56609228699759,-41,84821568017452
54,820260958023795,-11,744543926832627
54,83610953871974,-17,083676318070793
56,12786656291081,-20,96432604117598
56,987608614582456,-12,953789878263919
55,67843993322066,-37,02098977527778
57,07068021860101,-35,1657271228453
58,054963726828134,-10,265420644102079
58,81362584670728,-22,335059442690927
59,51699102620569,-17,50439020637576
60,05567863791282,-19,809928012564882
60,97220153647925,-21,633175225533705
60,439416116691945,-12,21231976747029
61,48452696805123,-13,911993959378208
62,95351431891183,-16,80822450948812
64,0485080993183,-20,13954435433798
63,25705397829611,-21,99525478677713
64,8077836866843,-13,035266329421702
64,03389342147193,-14,259208571171271
66,53980437252349,-20,759315511651742
69,2060022184738,2,2400257869433915
73,18172411198077,3,027900720189237
73,14759526007677,1,2122457988961628
77,47236627677412,2,5933751454737006
81,08630255525694,2,7761979642919883
82,91334365293883,1,4388020210137071
84,83267100333308,-0,3152345936434955
85,89991496716448,2,8861411657128713
87,85030466032208,0,797951214044069
89,2263373080267,-1,0112600316232019
89,71492706478176,3,759860723111302
91,42228117590244,1,8569461707762187
92,98344799260894,-1,0651779555222305
93,39520439053456,3,144433437704933
95,29242232166774,0,8799593828221006
97,2568839834727,-1,7413243994014778
100,32341599568906,-3,741654677544254
101,26442732172234,-0,9855335546716617
104,05558092823429,-3,724165472528888
105,57909405489826,-1,1406275881231878
106,0197210863619,2,8027803122967185
109,99874245552033,4,2893030865612545
110,024969736277,2,3556761005200215
113,95256994859932,3,2466122525792755
115,95942063371112,1,8212232259137195
118,24575693865421,3,6132550462367092
119,88972889623892,2,099655302925349
123,68975397628083,-11,124349161926403
127,74337126460091,-10,42492109154388
127,3391009995351,-11,958589259269516
